IN_COD,IN_pH,IN_SS,IN_NH,IN_TP,IN_TN,N-O-E_ORP,N-O-E_MLSS,N-O-E_DO,N_PO4,N-A_NH,N-O_NO,S-O-E_ORP,S-O-E_MLSS,S-O-E_DO,S_PO4,S-A_NH,S-O_NO,EF_COD,EF_SS,EF_NH,EF_TP,EF_TN,1#TMP,2#TMP,3#TMP,4#TMP,5#TMP,6#TMP,7#TMP,8#TMP,9#TMP,turbidity,date
202.1,6.8,360.44,48.17,4.64,56.59,7718.6,26.71,7712.5,0.28,0.19,9.28,7141.77,119.64,7060.89,2.56,0.28,9.62,13.1,0.43,0.09,0.04,9.04,52.37,51.97,43.06,53.7,53.95,52,0.66,20.37,24.77,0.37,2023/2/28 18:00
205.8,6.75,368.97,49.45,4.52,63.71,7704.87,26.09,7674.35,0.28,0.2,8.58,6419.96,117.66,7071.57,2.34,0.28,8.73,14.2,0.4,0.1,0.04,10.2,53.13,52.51,43.21,2.14,54.02,49.87,52.39,19.93,0.29,0.37,2023/2/28 19:00
205.8,6.84,315.68,49.45,4.52,63.71,7723.18,26.93,7572.1,0.28,0.17,9.53,7248.59,119.49,7060.89,2.44,0.28,9.9,14.2,0.47,0.1,0.04,10.2,52.58,0.67,43.94,54.44,53.72,0.9,52.12,20.06,24.42,0.38,2023/2/28 20:00
200.3,6.86,273.56,46.77,4.47,53.54,7710.97,23.35,7694.19,0.28,0.21,9.39,7269.95,116.97,7094.46,2.32,0.28,9.69,13.7,0.46,0.09,0.04,8.8,3.61,53.88,0.05,2.72,54.28,46.25,51.68,19.83,24.29,0.38,2023/2/28 21:00
200.3,6.86,272.59,46.77,4.47,53.54,7703.34,25.26,7567.53,0.28,0.19,9.47,7031.89,119.11,7094.46,1.4,0.28,10.11,13.7,0.5,0.09,0.04,8.8,52.92,52.81,45.14,34.65,50.09,45.8,50.93,0.45,24.36,0.38,2023/2/28 22:00
182.5,6.83,290.95,42.61,4.5,53.13,7799.48,24.03,7633.15,0.28,0.18,9.81,6975.43,118.11,7109.72,2.47,0.28,10.05,14.21,0.61,0.09,0.04,9.13,52.18,51.71,43.9,53.04,53.39,47.38,53.11,20.99,0.58,0.4,2023/2/28 23:00
182.5,6.78,300.96,42.61,4.5,53.13,7781.17,25.03,8023.81,0.28,0.2,8.56,6436.75,118.27,7060.89,2.06,0.28,8.73,14.2,0.44,0.09,0.04,9.13,52.42,52.73,44.18,53.25,53.79,48.76,11.64,21.29,25.44,0.4,2023/3/1 0:00
188.4,6.74,297.23,45.78,4.57,55.74,7750.65,26.86,7663.67,0.28,0.19,9.73,6366.55,120.86,7099.04,1.66,0.28,10.19,13.5,0.39,0.1,0.04,11.23,53.14,0.69,43.86,53.91,54,1.15,51.98,20.24,24.9,0.42,2023/3/1 1:00
188.4,6.71,280.78,45.78,4.57,55.74,7744.54,24.42,7811.69,0.28,0.22,9.84,7044.1,117.2,7095.99,2.23,0.28,9.94,13.5,0.43,0.1,0.04,11.23,50.1,52.56,0.19,52.99,53.31,45.16,51.77,15.26,24.27,0.41,2023/3/1 2:00
180.8,6.69,253.89,51.1,4.41,55.61,7764.38,24.42,7883.41,0.28,0.24,8.75,6609.19,117.81,7059.36,2.1,0.29,8.88,13.1,0.43,0.11,0.04,9.47,25.79,53.5,44.91,1.3,1.14,46.8,52.05,0.18,24.58,0.4,2023/3/1 3:00
180.8,6.7,309.94,51.1,4.41,55.61,7767.43,25.79,7700.29,0.28,0,9.8,7231.8,119.26,7123.45,2.27,0.28,9.92,13.1,0.43,0.11,0.04,9.47,52.73,52.54,43.91,54.06,0.01,46.3,0.97,20.97,0.32,0.46,2023/3/1 4:00
278.9,6.72,280.53,49.62,4.6,56.87,7567.53,22.81,7620.94,0.28,0.32,9.19,7054.78,115.67,7112.77,2.11,0.29,9.44,12.4,0.42,0.11,0.04,9.63,52.58,52.39,43.52,53.69,51.03,45.24,53.13,21.28,25.64,0.42,2023/3/1 5:00
278.9,6.76,246.4,49.62,4.6,56.87,7692.66,25.41,7794.9,0.28,0.26,9.55,7189.07,119.64,7071.57,2.38,0.28,10.17,12.4,0.45,0.11,0.04,9.63,52.49,41.83,43.41,53.97,51.18,35.11,52.22,20.3,24.47,0.41,2023/3/1 6:00
288.4,6.74,202.63,52.41,4.53,57.1,7695.71,23.73,7649.93,0.28,0.23,9.28,7121.93,117.73,7077.67,2.36,0.29,9.86,14.81,0.35,0.1,0.04,11.05,52.41,53.03,0.17,53.41,51.1,44.87,51.97,20.15,24.67,0.42,2023/3/1 7:00
288.4,6.85,203.01,52.41,4.53,57.1,7489.7,25.1,7469.86,0.28,0.21,8.11,7398.14,117.27,7060.89,1.23,0.28,8.64,14.8,0.48,0.1,0.04,11.05,53.94,53.6,44.96,1.28,0.49,49.43,51.97,0.32,24.68,0.42,2023/3/1 8:00
262.3,6.83,242.34,54.58,4.39,59.02,7524.8,28.99,7648.41,0.28,0.14,9.31,7526.32,123.07,7031.89,1.56,0.28,9.81,26.36,0.5,0.2,0.04,11.06,53.13,52.9,42.84,50.58,51.61,47.51,40.16,21.78,26.26,0.46,2023/3/1 9:00
262.3,6.84,244.02,54.58,4.39,59.02,7633.15,26.71,7555.32,0.28,0.14,8.77,7439.34,117.2,7050.21,2.37,0.28,9.03,26.36,0.48,0.2,0.23,12.27,52.53,52.52,44.65,50.17,51.38,50.6,53.47,21.86,25.82,0.43,2023/3/1 10:00
253.1,6.88,244.15,49.18,4.44,56.65,7643.83,28.46,7929.19,0.28,0.09,7.97,7285.21,104.53,7054.78,1.21,0.28,8.19,26.34,0.4,0.15,0.23,12.27,52.58,0.08,43.24,49.76,51.51,14.11,51.81,21.52,25.6,0.43,2023/3/1 11:00
253.1,6.89,239.52,49.18,4.44,56.65,7671.3,31.44,7744.54,0.28,0.11,9.02,7352.36,120.48,7100.56,2.44,0.28,9.13,26.36,0.48,0.15,0.23,12.27,53.37,51.28,0.23,15.45,51.8,45.14,51.66,21.62,25.75,0.44,2023/3/1 12:00
113.5,6.89,242.03,44.62,4.72,57.3,7698.76,33.57,7819.32,0.28,0.11,8,7480.54,119.95,7105.14,1.25,0.28,8.12,10.81,0.47,0.07,0.23,12.27,52.63,50.36,44.22,50.79,1.15,44.95,52.33,10.26,26.23,0.43,2023/3/1 13:00
113.5,6.9,225.89,44.62,4.72,57.3,7665.19,28.61,7881.89,0.28,0.13,8.27,7541.58,117.12,7108.19,2.31,0.28,8.48,10.81,0.38,0.07,0.23,12.27,3.12,50.94,44.64,51.42,0.57,45.58,1.32,0.34,26.38,0.43,2023/3/1 14:00
230.3,6.89,263.03,41.83,4.6,54.03,7652.98,28.69,7413.4,0.28,0.13,7.77,6764.84,118.5,6847.25,1.2,0.28,8.18,15.02,0.36,0.03,0.04,8.83,53.4,0.66,44.34,51.18,52.2,44.8,52.88,20.31,0.75,0.43,2023/3/1 15:00
230.3,6.87,278.79,41.83,4.6,54.03,7553.79,28.92,6090.34,0.28,0,8.22,6798.41,119.26,7013.58,1.18,0.28,8.51,15,0.51,0.03,0.04,8.83,52.81,50.81,43.59,50.67,52.08,47.09,54.09,20.02,27.41,0.43,2023/3/1 16:00
245.4,6.88,298.56,40.52,4.78,57.35,7630.09,30.83,7741.49,0.28,0.12,9.53,6531.36,119.49,6967.8,2.27,0.28,9.81,10.59,0.49,0.04,0.07,8.76,52.94,50.61,41.53,2.06,52.04,45.52,51.79,19.36,26.55,0.43,2023/3/1 17:00
245.4,6.76,317.65,40.52,4.78,57.35,7640.78,27.62,7633.15,0.28,0.16,8.49,6580.19,116.66,6856.4,1.86,0.28,8.72,10.6,0.47,0.03,0.07,8.76,53.6,51.71,0.15,26.49,52.88,43.14,49.22,19.68,27.08,0.43,2023/3/1 18:00
245.4,6.84,281.04,41.39,4.64,57.11,7566,29.83,7236.38,0.28,0.13,8.49,6830.46,119.11,6989.17,1.06,0.28,8.77,10.69,0.46,0.03,0.08,8.56,3.32,51.39,42.46,51.48,0.5,46.17,1.14,19.27,26.28,0.44,2023/3/1 19:00
245.4,6.86,286.31,41.39,4.64,57.11,7622.46,31.13,7701.82,0.28,0.13,9.98,7094.46,119.26,6969.33,1.96,0.29,10.15,10.69,0.45,0.03,0.08,8.56,53.74,1.7,43.45,51.05,52.61,45.93,0.87,19.92,27.81,0.43,2023/3/1 20:00
274.8,6.88,273.32,41.04,4.72,60.35,7656.04,26.86,7546.16,0.28,0.19,9.49,7575.16,115.82,7054.78,1.86,0.28,9.57,9.49,0.4,0.03,0.07,9.11,52.64,0.97,44.2,50.49,52.53,18.14,49.36,19.78,26.94,0.49,2023/3/1 21:00
274.8,6.9,292.31,41.04,4.72,60.35,7660.61,27.16,7758.28,0.28,0.18,8.64,7129.56,117.2,7018.16,0.99,0.28,8.64,9.5,0.52,0.03,0.07,9.11,51.97,50.12,43.43,48.84,51.81,41.83,49.57,20,0.39,0.43,2023/3/1 22:00
259.1,6.85,320.72,45.49,4.64,60.6,7768.96,28.08,7573.63,0.28,0.17,9.64,7062.41,118.34,6816.73,1.08,0.28,9.79,12.91,0.51,0.02,0.06,8.74,52.08,50.53,43.88,50.46,49.64,44.04,50.02,20.24,25.5,0.43,2023/3/1 23:00
259.1,6.89,324.19,45.49,4.64,60.6,7704.87,27.54,7663.67,0.28,0.18,10.19,6659.55,116.36,6983.06,1.79,0.28,10.21,12.9,0.57,0.03,0.06,8.74,2.93,50.31,44.41,51.01,52.09,42.44,46.96,0.34,24.91,0.43,2023/3/2 0:00
259,6.86,318.28,47.85,4.7,59.97,7727.76,24.8,7590.42,0.28,0.23,9.01,7230.28,114.99,6995.27,1.68,0.28,8.93,11.69,0.39,0.06,0.04,9.04,53.74,12.28,0.2,51.33,52.62,43.19,3,20.02,25.31,0.44,2023/3/2 1:00
259,6.85,331.55,47.85,4.7,59.97,7514.12,27.16,7535.48,0.28,0.2,9.61,7497.33,118.27,7036.47,0.97,0.28,9.63,11.7,0.34,0.06,0.04,9.04,53.15,51.12,0.18,51.11,52.02,41.73,49.3,19.99,25.39,0.43,2023/3/2 2:00
243.8,6.83,304.05,50.12,4.75,60.07,7639.25,27.16,7669.77,0.28,0.22,10.32,7404.24,116.89,6989.17,1.8,0.28,10.38,11.51,0.35,0.04,0.04,10.41,52.79,51.06,41.71,1.07,51.55,43.27,49.62,19.96,0.52,0.43,2023/3/2 3:00
243.8,6.81,327.88,50.12,4.75,60.07,7666.72,0,7138.72,0.28,0,9.4,7239.43,115.14,7033.42,1.7,0.28,9.29,11.5,0.38,0.04,0.04,10.4,52.95,51.36,39.97,50.91,1.02,41.65,49.18,20.27,25,0.44,2023/3/2 4:00
227,6.82,311.35,51.04,4.8,60.46,7649.93,0,7755.23,0.28,0.21,9.37,7019.69,118.11,6973.9,0.93,0.28,9.56,12.11,0.35,0.05,0.04,9.56,3.25,51.23,0.81,51.58,53.2,0.96,0.98,0.14,25.65,0.43,2023/3/2 5:00
227,6.75,296.53,51.04,4.8,60.46,7701.82,0,7849.84,0.28,0.21,9.79,6496.26,116.05,6918.97,1.87,0.28,10.04,12.09,0.33,0.05,0.04,9.56,52.95,0.66,40.76,50.44,51.99,39.99,48.75,20.36,25.09,0.43,2023/3/2 6:00
216.7,6.85,256.68,55.88,4.95,61.81,7524.8,10.61,7584.31,0.28,0.21,9.04,7674.35,114.99,7024.26,1.81,0.28,9.21,10.98,0.39,0.05,0.04,10.33,52.79,0.22,41.12,50.6,51.78,40.38,48.41,20.13,13.6,0.44,2023/3/2 7:00
216.7,6.92,246.48,55.88,4.95,61.81,7602.63,19.61,7768.96,0.28,0.2,8.94,7234.85,117.35,7004.43,1.01,0.28,9.18,10.98,0.42,0.05,0.04,10.33,52.96,51.42,40.89,0.73,0.05,44.47,49.42,19.8,23.16,0.45,2023/3/2 8:00
218.8,6.9,339.77,53.48,4.9,62.11,7468.33,21.97,7672.82,0.28,0.17,9.99,7109.72,117.43,6973.9,1.23,0.28,10.23,10.21,0.33,0.06,0.03,9.28,52.5,50.72,39.51,49.31,51.25,42.56,50.2,20.61,25.6,0.47,2023/3/2 9:00
218.8,6.86,298.97,53.48,4.9,62.11,7581.26,20.37,7312.68,0.28,0.16,8.38,6865.56,113.46,6928.12,0.97,0.28,8.58,10.19,0.35,0.06,0.03,9.28,52.67,51.06,0.29,0.77,52.07,44.61,0.91,20.07,24.99,0.46,2023/3/2 10:00
214.6,6.88,311,48,4.83,61.62,7622.46,22.59,7970.4,0.28,0.1,9.88,7732.34,95.91,6926.6,2.33,0.28,9.98,10.18,0.39,0.06,0.03,9.28,49.42,47.54,37.23,47.67,50.63,15.72,48.29,19.79,24.73,0.46,2023/3/2 11:00
214.6,6.88,333.02,48,4.83,61.62,7637.72,21.29,7610.25,0.28,0.17,8.27,7242.48,115.14,7065.47,0.97,0.28,8.3,10.19,0.47,0.06,0.03,9.28,49.59,47.78,41.43,48.75,51.56,44.61,50.08,20.27,25.3,0.46,2023/3/2 12:00
202.3,6.9,355.06,47.9,4.9,61.17,7619.41,23.58,7646.88,0.28,0.13,9.49,7358.46,117.35,7001.37,2.01,0.28,9.35,12.91,0.4,0.07,0.04,8.92,49.94,48.29,41.44,48.73,52,48.93,50.19,20.85,25.65,0.46,2023/3/2 13:00
202.3,6.85,283.65,47.9,4.9,61.17,7579.73,24.49,7338.62,0.28,0.14,8.38,7317.26,115.29,6940.33,1.01,0.28,8.57,12.9,0.37,0.07,0.04,8.92,49.79,48.15,41.03,48.17,51.89,44.02,50.29,20.62,25.97,0.46,2023/3/2 14:00
193.3,6.84,313.83,47.46,4.99,59.66,7602.63,22.13,7520.22,0.28,0.16,9.51,7350.83,114.53,6999.85,1.94,0.28,9.47,11.3,0.41,0.06,0.03,8.87,50.58,48.65,41.9,1.62,50.38,45.85,49.73,20.66,0.2,0.46,2023/3/2 15:00
193.3,6.86,325.13,47.46,4.99,59.66,7547.69,23.04,6648.86,0.28,0,8.35,7077.67,114.6,6966.27,0.92,0.28,8.29,11.29,0.38,0.05,0.03,8.87,49.36,47.88,42.04,48.61,49.78,46.59,50.78,20.93,0.37,0.47,2023/3/2 16:00
185,6.89,301.42,43.06,5.03,61.14,7605.68,26.78,7729.28,0.28,0.15,9.91,7259.27,116.05,6980.01,1.07,0.28,9.8,12.3,0.39,0.05,0.03,8.8,49.5,48.07,41.24,48.61,50.09,44.13,50.97,21.26,26.07,0.46,2023/3/2 17:00
185,6.67,347.79,43.06,5.03,61.14,7608.73,22.05,7572.1,0.28,0.22,8.97,7327.94,111.32,7018.16,1.71,0.28,8.93,12.3,0.43,0.05,0.03,8.8,52.02,1.38,1.02,50.69,1.2,44.37,50.95,0.32,26.45,0.46,2023/3/2 18:00
174.3,6.77,374.07,43.58,4.99,60.68,7630.09,29.22,7883.41,0.28,0.15,10.07,6966.27,117.27,7015.11,1.88,0.28,10.36,11.81,0.38,0.03,0.03,8.85,49.62,48.05,32.01,49.16,49.44,41.1,49.66,21.68,25.7,0.45,2023/3/2 19:00
174.3,6.84,345.34,43.58,4.99,60.68,7649.93,29.76,7537.01,0.28,0.19,10.16,7431.71,116.82,7004.43,1.83,0.28,10.48,11.81,0.36,0.03,0.03,8.85,49.95,49.15,41.99,49.29,49.8,45.24,0.84,22.64,26.85,0.5,2023/3/2 20:00
164.8,6.88,372.94,42.74,4.93,58.64,7637.72,26.17,7498.86,0.28,0.27,8.63,7115.82,112.7,6978.48,1.54,0.28,8.78,10.2,0.39,0.08,0.03,9.08,49.84,49.56,41.66,49.34,50.22,40.99,50.92,22.81,27.02,0.46,2023/3/2 21:00
164.8,7,538.34,42.74,4.93,58.64,7569.05,28.16,7855.94,0.28,0.18,10.11,6595.45,116.13,6995.27,1.53,0.28,10.29,10.2,0.42,0.08,0.03,9.08,5.74,49.39,42.74,48.99,49.76,40.45,49.75,22.09,26.23,0.45,2023/3/2 22:00
154.2,6.96,357.14,15.73,5.01,60.74,7706.39,25.56,7004.43,0.28,0.19,9.81,6993.74,113.38,7091.41,1.74,0.28,9.93,11.99,0.38,0.02,0.04,9.44,3,49.3,42.13,49.22,50.26,39.53,49.74,22.11,26.06,0.45,2023/3/2 23:00
154.2,6.95,314.88,15.73,5.01,60.74,7692.66,30.6,7599.57,0.28,0.14,9.85,7082.25,116.82,7015.11,1,0.28,10.12,12,0.34,0.02,0.04,9.44,50.17,49.53,42.34,49.63,50.05,41.33,51.55,0.57,27.27,0.45,2023/3/3 0:00
153.6,6.93,316.53,1.98,5.06,57.2,7674.35,0,7704.87,0.28,0.15,10.13,7393.56,115.52,7039.52,1.9,0.28,10.36,11.4,0.38,0.07,0.03,9.47,50.56,4.01,43.62,49.8,50.86,30.46,50.79,22.65,0.44,0.45,2023/3/3 1:00
153.6,6.92,316.7,49.6,5.06,57.2,7697.24,0,7709.45,0.28,0.16,9.39,6929.65,114.99,7074.62,1.74,0.28,9.54,11.4,0.34,0.07,0.03,9.47,51.01,0.36,43.38,50.41,12.79,39.08,50.82,22.68,26.58,0.46,2023/3/3 2:00
169.7,6.9,300.7,53.35,5,58.87,7643.83,8.09,7819.32,0.28,0.13,10.02,6146.8,118.8,7022.74,0.98,0.28,10.25,11.61,0.36,0.05,0.03,9.34,51.5,49.5,0.15,51.23,1,40.49,51.47,22.98,26.56,0.45,2023/3/3 3:00
169.7,6.88,301.39,53.35,5,58.87,7677.4,17.63,7628.57,0.28,0,10.4,7321.84,116.66,7083.78,1.92,0.28,10.53,11.6,0.33,0.05,0.03,9.34,51.44,50.19,0.37,51.09,3.28,25.6,0.71,22.97,26.78,0.45,2023/3/3 4:00
220.5,6.88,299.77,52.58,5.1,57.83,7662.14,22.51,7599.57,0.28,0.16,9.29,7419.5,115.6,7068.52,1.76,0.28,9.37,12.21,0.41,0.08,0.03,11.64,2.52,50.13,43.93,50.69,50.2,40.99,34.42,22.71,26.67,0.45,2023/3/3 5:00
220.5,6.88,300.64,52.58,5.1,57.83,7559.9,26.78,7608.73,0.28,0.17,9.42,6917.44,117.5,7068.52,1.89,0.28,9.77,12.18,0.33,0.08,0.03,11.64,50.8,50.59,43.07,51.3,51.16,39.57,51.93,0.01,27.78,0.45,2023/3/3 6:00
228,6.85,358.04,54.84,4.99,58.79,7573.63,26.93,7208.91,0.28,0.16,9.16,7756.75,117.73,6986.11,0.99,0.28,9.55,11.81,0.44,0.07,0.03,9.87,50.85,50.12,42.65,50.77,50.67,40.98,52.21,23.51,27.66,0.45,2023/3/3 7:00
228,6.8,262.92,54.84,4.99,58.79,7578.21,28.99,7201.28,0.28,0.14,9.62,6938.81,117.66,6993.74,1.01,0.28,10.01,11.81,0.36,0.07,0.03,9.87,51.08,54.37,43.96,3.26,50.96,39.54,51.56,23.22,27.29,0.44,2023/3/3 8:00
223,6.76,332.79,56.6,5.05,56.79,7590.42,28.16,7604.15,0.28,0.11,9.8,6998.32,115.9,7028.84,2.04,0.28,10.01,10.79,0.33,0.07,0.02,9.59,2.81,53.61,43.49,2.46,51.53,39.03,51,23.05,0.16,0.44,2023/3/3 9:00
223,6.77,309.81,56.6,5.05,56.79,7372.2,29.15,7141.77,0.28,0.12,8.44,6014.04,115.29,7054.78,0.98,0.28,8.64,10.8,0.34,0.07,0.02,9.6,46.92,52.19,42.77,50.31,50.55,40,51.51,23.49,27.34,0.45,2023/3/3 10:00
256.3,6.78,318.88,53.57,4.84,55.31,7570.58,25.64,7526.32,0.28,0.13,8.09,6836.56,113.92,6969.33,1.03,0.28,8.3,12.72,0.4,0.05,0.03,9.77,48.78,10.52,1.13,48.71,51.53,38.44,47.7,22.73,26.27,0.46,2023/3/3 11:00
256.3,6.86,283.64,53.57,4.84,55.31,7637.72,23.35,7614.83,0.28,0.12,7.7,7361.51,115.37,7047.15,0.96,0.28,7.81,12.72,0.41,0.05,0.03,9.76,48.7,6.14,35.02,0.95,0.04,39.01,0.75,22.89,26.54,0.45,2023/3/3 12:00
225.5,6.86,286.59,57.18,4.8,54.83,7492.75,23.27,7504.96,0.28,0.11,7.68,7739.97,114.45,7073.1,1.63,0.28,7.61,15.83,0.38,0.03,0.03,9.91,47.24,49.17,41.06,47.06,48.71,37.81,46.37,21.92,25.86,0.65,2023/3/3 13:00
225.5,6.87,294.31,57.18,4.8,54.83,7559.9,26.93,7308.1,0.28,0.08,8.64,6850.3,118.95,7018.16,1.17,0.28,8.9,15.83,0.38,0.03,0.03,9.91,48.45,48.21,43.64,47.89,47.79,40.28,48.09,22.34,26.84,0.46,2023/3/3 14:00
212.5,6.89,308.07,53.96,4.79,54.72,7573.63,26.78,7715.55,0.28,0.11,9.33,7334.05,115.75,7048.68,2.08,0.28,9.36,11.99,0.36,0.08,0.03,8.8,48.57,48.09,43.33,47.5,47.46,38.37,47.68,22.4,26.28,0.45,2023/3/3 15:00
212.5,6.89,336.16,53.96,4.79,54.72,7434.76,25.79,7309.63,0.28,0,7.9,6462.69,113.08,7054.78,1.06,0.28,7.76,12,0.34,0.08,0.03,8.8,48.31,48.7,43.53,47.65,47.7,6.69,48.56,22.38,0.33,0.45,2023/3/3 16:00
218.4,6.7,394.14,50.32,4.96,57,7512.59,29.91,7504.96,0.28,0.07,9.1,6336.03,115.75,6990.69,1.07,0.28,9.11,13.42,0.35,0.03,0.03,8.96,48.62,48.6,43.73,47.87,47.36,38.74,47.78,22.66,1.54,0.45,2023/3/3 17:00
218.4,6.79,389.27,50.32,4.96,57,7587.36,29.53,7573.63,0.28,0.11,9.47,7195.18,114.45,6897.6,1.9,0.28,9.38,13.43,0.35,0.03,0.03,8.96,49.04,48.49,43.24,48.47,48.1,39.15,48.35,0.3,22.27,0.44,2023/3/3 18:00
213.2,6.88,305.59,51.2,5.15,59.65,7529.38,26.32,7874.26,0.28,0.16,8.61,6915.92,114.15,6925.07,0.94,0.28,8.54,13.39,0.35,0.03,0.03,8.77,48.22,47.95,43.4,48.26,48.45,17.6,48,20.87,27.56,0.44,2023/3/3 19:00
213.2,6.9,337.38,51.2,5.15,59.65,7552.27,27.09,7459.18,0.28,0.16,9.98,7408.82,115.29,6990.69,2,0.28,9.87,13.4,0.42,0.03,0.03,8.77,48.77,8.55,43.38,48.5,48.7,37.63,3.13,21.71,27.14,0.46,2023/3/3 20:00
182.2,6.9,343.91,51.85,5.22,60.3,7540.06,24.87,7573.63,0.28,0.17,9.08,7160.08,111.63,6987.64,1.67,0.28,8.85,13.71,0.45,0.02,0.03,9.4,49.14,1.03,44.01,1.66,49.28,37.14,0.9,21.95,26.99,0.45,2023/3/3 21:00
182.2,6.88,337.29,51.85,5.22,60.3,7508.01,26.48,7370.67,0.28,0.14,8.28,7262.32,113.46,7024.26,1.52,0.28,8.12,13.7,0.45,0.02,0.03,9.4,48.83,49.42,0.22,47.39,53.08,35.25,47.02,21.53,26.74,0.46,2023/3/3 22:00
152.4,6.9,318.36,49.12,5.1,61.17,7652.98,29.45,7710.97,0.28,0.12,9.95,6464.21,115.44,7031.89,1.82,0.28,9.79,15.41,0.45,0.03,0.04,9.35,48.5,47.79,43.18,47.95,47.58,38.55,48.55,22.36,27.33,0.48,2023/3/3 23:00
152.4,6.87,345.23,49.12,5.1,61.17,7448.5,27.32,7598.05,0.28,0.12,9.44,7224.17,112.47,7045.63,1.7,0.28,9.09,15.41,0.43,0.03,0.04,9.35,49.02,48.41,44.06,47.68,46.93,1.59,48.39,22.24,27.38,0.47,2023/3/4 0:00
144.9,6.86,321.49,51.87,5.15,60.22,7576.68,28.84,7569.05,0.28,0.13,8.48,6908.29,114.83,6993.74,0.9,0.28,8.39,13.52,0.51,0.04,0.03,9.33,49.02,48.11,44.11,47.75,47.74,33.84,47.38,22.23,27.1,0.48,2023/3/4 1:00
144.9,6.86,324.69,51.87,5.15,60.22,7572.1,30.22,7660.61,0.28,0.12,9.85,6940.33,115.21,7018.16,1.79,0.28,9.8,13.51,0.35,0.04,0.03,9.32,3.42,48.78,43.87,48.55,48.19,36.26,47.56,22.32,27.51,0.49,2023/3/4 2:00
137.7,6.84,308.22,52.41,5.12,61.3,7520.22,30.98,7511.06,0.28,0.1,9.1,7115.82,116.36,6972.38,0.98,0.28,9.1,14.31,0.33,0.1,0.03,9.65,48.36,48.52,44.11,48.27,47.74,37.33,48.04,22.6,10.64,0.5,2023/3/4 3:00
137.7,6.85,284.03,52.41,5.12,61.3,7524.8,29.68,7663.67,0.29,0,9.55,6955.59,115.14,6940.33,0.99,0.28,9.61,14.29,0.4,0.1,0.03,9.65,48.43,47.4,44.24,48.23,47.94,0.92,0.49,22.99,0.15,0.51,2023/3/4 4:00
117.4,6.88,226.92,48.48,5.08,60.62,7552.27,25.64,7801.01,0.28,0.12,8.04,7201.28,111.63,7001.37,1.39,0.28,7.83,14.2,0.38,0.06,0.03,9.47,48.68,1.02,44.2,46.63,48.05,35.42,37.47,22.3,26.88,0.51,2023/3/4 5:00
117.4,6.86,209.26,48.48,5.08,60.62,7504.96,30.06,7550.74,0.28,0.11,9.11,7219.59,116.28,6774,0.96,0.28,9.23,14.21,0.41,0.06,0.03,9.47,49.44,48.99,44.78,11.73,48.72,14.74,47.9,22.51,25.9,0.6,2023/3/4 6:00
110.9,6.85,197.02,51.47,5.09,60.66,7509.54,29.22,7581.26,0.28,0.12,9.77,6955.59,115.67,6976.96,1.97,0.28,9.81,13.01,0.41,0.05,0.03,9.4,48.96,48.56,44.03,48.08,48.35,38.23,49,23.38,26.48,0.54,2023/3/4 7:00
110.9,6.8,246.75,51.47,5.09,60.66,7414.92,29.15,7376.77,0.28,0.13,8.27,6720.59,114.22,6926.6,0.99,0.28,8.33,13.01,0.53,0.05,0.03,9.4,50.59,54.66,1.2,48.99,0.52,36.58,48.28,23,26.26,0.53,2023/3/4 8:00
109.2,6.79,264.25,52.34,5.12,61.34,7388.98,33.04,7350.83,0.28,0.1,8.68,7230.28,115.9,6928.12,1.02,0.28,8.75,13.69,0.39,0.07,0.03,9.45,48.81,53.06,41.97,47.95,48.2,32.97,47.75,0.23,26.19,0.52,2023/3/4 9:00
109.2,6.76,288.14,52.34,5.12,61.34,7468.33,32.73,7187.55,0.28,0.08,9.32,6908.29,114.99,6944.91,1.72,0.28,9,13.71,0.46,0.07,0.03,9.45,49.16,52.57,42.98,45.93,48.15,19.98,47.21,19.19,25.92,0.51,2023/3/4 10:00
122,6.82,377.18,49.04,5.27,62.97,7433.24,36.24,7581.26,0.28,0.09,7.98,7147.87,108.19,6955.59,0.9,0.28,7.76,14.71,0.38,0.06,0.03,9.41,49.35,53.05,44.08,47.75,48.01,22.57,47.62,22.76,26.66,0.52,2023/3/4 11:00
122,6.84,313.85,49.04,5.27,62.97,7463.76,33.5,7576.68,0.28,0.07,8.48,7268.43,117.58,6973.9,0.9,0.28,8.25,14.69,0.43,0.06,0.03,9.41,43.2,54.59,44.27,1.03,48.4,20.17,47.19,22.54,26.17,0.53,2023/3/4 12:00
134.4,6.83,283.8,53.17,5.32,62.74,7411.87,32.2,7569.05,0.28,0.11,9.36,6957.12,113.84,6970.85,1.55,0.28,9.07,14.1,0.44,0.04,0.03,9.08,49.32,52.25,45.05,48.92,49.06,22.87,1.16,22.95,26.44,0.52,2023/3/4 13:00
134.4,6.88,274.38,53.17,5.32,62.74,7366.09,25.1,7497.33,0.28,0.21,8.17,7337.1,109.26,6999.85,1.34,0.28,7.74,14.1,0.39,0.04,0.03,9.08,49.78,52.2,44.54,49.41,48.7,21.47,49.06,23.88,1.35,0.53,2023/3/4 14:00
145.6,6.88,271.34,53.86,5.39,62.24,7320.31,23.04,7129.56,0.28,0.18,8.17,7283.69,110.48,6999.85,0.9,0.28,7.86,12.79,0.43,0.08,0.03,8.97,50.51,53.13,45.6,49.96,0.62,21.92,48.96,0.93,27.69,0.53,2023/3/4 15:00
